Post ID,Page ID,Page name,Title,Description,Duration (sec),Publish time,Caption type,Permalink,Is crosspost,Is share,Post type,Languages,Custom labels,Funded content status,Data comment,Date,Views,Reach,"Reactions, Comments and Shares",Reactions,Comments,Shares,Negative feedback from users: Hide all,Total clicks,Other Clicks,Matched Audience Targeting Consumption (Photo Click),Link Clicks,Approximate content monetization earnings,Seconds viewed,Average Seconds viewed,Estimated earnings (USD),Negative feedback from users: Hide,Matched Audience Targeting Consumption (Video Click),publish_datetime,month
122163801890762707,61572881214141,Juan365,"Huwag mong hayaang matapos ang October nang hindi ka pa naka sign-up sa Juan365 — sayang ang bonus, Juankada!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,10/29/2025 07:00,,https://www.facebook.com/Juan365officialpage/posts/pfbid037A8sJi3rRiXBrKec7AHYPyR7rmEgevAissZgnWijsxb52yGiif22rMRobhFY6Ajgl,0,0,Photos,,,,,Lifetime,25607.0,15237.0,592.0,310.0,190.0,92.0,4.0,500.0,361.0,86.0,53.0,0.23,,,,1.0,,2025-10-29 07:00:00,2025-10
122163774050762707,61572881214141,Juan365,"Handa na ba kayo, Juankada?! 💥

Ready na ang mga pa-premyo para sa inyo! 🎁

Abangan ang Surpresa ni Juan bukas — LIVE sa Juan365 Livestream!

Kita-kits, Juankada! 👋

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada","Handa na ba kayo, Juankada?! 💥

Ready na ang mga pa-premyo para sa inyo! 🎁

Abangan ang Surpresa ni Juan bukas — LIVE sa Juan365 Livestream!

Kita-kits, Juankada! 👋

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada",24,10/29/2025 02:46,,https://www.facebook.com/reel/1404627051084961/,0,0,Videos,,,,,Lifetime,129109.0,120081.0,2596.0,1686.0,616.0,294.0,,926.0,925.0,,1.0,0.05,316462.938,2.642,0.0,,,2025-10-29 02:46:00,2025-10
122163767726762707,61572881214141,Juan365,"Ang pinaka-maingay, pinaka-masayang 𝐆𝐑𝐀𝐍𝐃 𝐃𝐑𝐀𝐖 ay mangyayari na bukas sa 𝐉𝐔𝐀𝐍𝟑𝟔𝟓 𝐋𝐈𝐕𝐄𝐒𝐓𝐑𝐄𝐀𝐌! 🎉 
Ready ka na bang manalo ng bonggang papremyo? 💰✨
𝐎𝐜𝐭𝐨𝐛𝐞𝐫 𝟑𝟎, 𝟑:𝟑𝟎 𝐏𝐌 — don’t miss it!
#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya #JuanKada #SurpresaniJuan",,0,10/29/2025 02:08,,https://www.facebook.com/Juan365officialpage/posts/pfbid02K7Bg44VoHzRmw6oy78FB2uZhaqinA5KmZtEEraWnLH815BrnthBjhLdqNZwMt7til,0,1,Videos,,,,,Lifetime,,8192.0,474.0,319.0,155.0,0.0,,328.0,328.0,,,0.0,,,,,,2025-10-29 02:08:00,2025-10
122163733454762707,61572881214141,Juan365,"LONG WEEKEND ALERT! 🗓️🕯️
#Undas2025: Juankada, ready na ba? 🙌
October 31 (Friday) ay special non-working holiday para makapaghanda at makasama ang pamilya sa paggunita ng All Saints’ Day at All Souls’ Day.

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,10/28/2025 21:30,,https://www.facebook.com/Juan365officialpage/posts/pfbid034bwQGvWnUC1emCphWzk5sMqbNdpStCrm8MgF6vzALh9vAcLbAt7Nmysq59z7E1Xtl,0,0,Photos,,,,,Lifetime,24895.0,14636.0,577.0,328.0,186.0,63.0,3.0,437.0,366.0,71.0,,0.25,,,,2.0,,2025-10-28 21:30:00,2025-10
122163707342762707,61572881214141,Juan365,"Na-spot mo ba, Juankada? Ilan ang nakita mo?

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,10/28/2025 17:00,,https://www.facebook.com/Juan365officialpage/posts/pfbid037uAY8ZR4CsH9VExni2TRkDxY26PpLBsLjuk3exJRfsfeAEPt4KciVbcUAFXC8rKfl,0,0,Photos,,,,,Lifetime,43673.0,25526.0,882.0,378.0,432.0,72.0,5.0,1505.0,1079.0,330.0,96.0,0.38,,,,1.0,,2025-10-28 17:00:00,2025-10
122163657458762707,61572881214141,Juan365,"All in one tap, all in Juan sa saya! 
Download the Juan365 App — PAGCOR licensed, safe, and always on the go! 
Turn on push notifications para una ka sa lahat ng promos at rewards!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada","All in one tap, all in Juan sa saya! 
Download the Juan365 App — PAGCOR licensed, safe, and always on the go! 
Turn on push notifications para una ka sa lahat ng promos at rewards!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",44,10/28/2025 07:00,uploaded,https://www.facebook.com/reel/1611738766472627/,1,0,Videos,,,,,Lifetime,24749.0,21511.0,572.0,370.0,115.0,87.0,,167.0,167.0,,,0.02,80256.89,3.471,0.0,,,2025-10-28 07:00:00,2025-10
122163620546762707,61572881214141,Juan365,"Play Sabor Mexicano—feel the fiesta vibes habang umaapaw ang saya!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #GforEveryJuan","Play Sabor Mexicano—feel the fiesta vibes habang umaapaw ang saya!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #GforEveryJuan",12,10/28/2025 01:00,mixed,https://www.facebook.com/reel/797855236553915/,1,0,Videos,,,,,Lifetime,36366.0,32486.0,734.0,434.0,190.0,110.0,,286.0,285.0,,1.0,0.02,91197.433,2.828,0.0,,,2025-10-28 01:00:00,2025-10
122163586364762707,61572881214141,Juan365,"JUANKADA, hindi pa tapos ang paandar ni Juan! 💥

May chance ka pa manalo ng bonggang premyo — phone, watch, earphones, o credits!

Kaya tara na, sumali na at baka ikaw ang susunod masurpresa! 🎁

🔗 For full details and updates:

👉 Visit: Juan365 Official Facebook Page https://www.facebook.com/share/1Bch1PXSNP/?mibextid=wwXIfr

👉 Watch here: Juan365 Live Streaming Page
https://www.facebook.com/juan365livestream

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #SurpresaNiJuan","JUANKADA, hindi pa tapos ang paandar ni Juan! 💥

May chance ka pa manalo ng bonggang premyo — phone, watch, earphones, o credits!

Kaya tara na, sumali na at baka ikaw ang susunod masurpresa! 🎁

🔗 For full details and updates:

👉 Visit: Juan365 Official Facebook Page https://www.facebook.com/share/1Bch1PXSNP/?mibextid=wwXIfr

👉 Watch here: Juan365 Live Streaming Page
https://www.facebook.com/juan365livestream

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #SurpresaNiJuan",8,10/27/2025 20:30,,https://www.facebook.com/reel/3056629777841784/,1,0,Videos,,,,,Lifetime,33999.0,28623.0,836.0,502.0,177.0,157.0,,387.0,288.0,,99.0,0.0,67594.982,2.307,0.0,,,2025-10-27 20:30:00,2025-10
122163565082762707,61572881214141,Juan365,"Alam mo ba kung anong bonus ang unang regalo ni Juan sa mga first-time players?
Comment mo na sagot mo, Juankada!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,10/27/2025 17:00,,https://www.facebook.com/Juan365officialpage/posts/pfbid0ptZZLt3EkHuLvhynyFtWNYLGGnXEBoBr4pqWXcPau99u6xeJkiYfMcPDAwN1b57Jl,0,0,Photos,,,,,Lifetime,20486.0,12026.0,585.0,314.0,195.0,76.0,2.0,369.0,306.0,63.0,,0.18,,,,,,2025-10-27 17:00:00,2025-10
122163509684762707,61572881214141,Juan365,"Huwag mahiyang sumagot — comment below, Juankada!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,10/27/2025 07:00,,https://www.facebook.com/Juan365officialpage/posts/pfbid024FJGxc8Sbo7YgsTVL9N7xyFcURwgDSViAnugiYgnkwMSG6v3zbDa6hnGfGE1nAndl,0,0,Photos,,,,,Lifetime,30647.0,17572.0,762.0,354.0,323.0,85.0,2.0,889.0,792.0,97.0,,0.27,,,,3.0,,2025-10-27 07:00:00,2025-10
122163486236762707,61572881214141,Juan365,"Download the app and get up to 500 BONUS!
Sino gusto ng libre?

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,10/27/2025 03:00,,https://www.facebook.com/Juan365officialpage/posts/pfbid02BWJZftddTyxriQcmxq4Ua83kjpukp5HwzXfRHhfXo83bu3Wkz51d5e6Mb8u7i1zBl,0,0,Photos,,,,,Lifetime,41779.0,24533.0,678.0,350.0,232.0,96.0,3.0,871.0,687.0,163.0,21.0,0.54,,,,6.0,,2025-10-27 03:00:00,2025-10
122163467150762707,61572881214141,Juan365,"Treats, not tricks, para sa mga creative na Juankada!
Ipakita ang fang-tastic Halloween look mo at manalo ng special rewards from Juan365! 🧡

How To Join:
1️⃣ Like & Follow Juan365 
2️⃣ Comment your best Halloween costume photo + your User ID
and use the hashtag #SpookyJuan #Juan365 #AllInJuanSaSaya 
3️⃣ The most creative, funny, or scary costumes win!

Announcement of winners: November 8, 2025

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #GforEveryJuan",,0,10/27/2025 00:00,,https://www.facebook.com/Juan365officialpage/posts/pfbid0GSYYuYLBzSvKU67EoKUSL2nPxQgp7vTAXkRFE5Gvc4UqArf2Ddf8Jp4Hb8BgKJR6l,0,0,Photos,,,,,Lifetime,24102.0,13336.0,631.0,336.0,205.0,90.0,2.0,633.0,552.0,81.0,,0.22,,,,1.0,,2025-10-27 00:00:00,2025-10
122163451970762707,61572881214141,Juan365,"Monday motivation? Easy. Cashback from Juan365  Let’s go, Juankada!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,10/26/2025 21:30,,https://www.facebook.com/Juan365officialpage/posts/pfbid0g8JFmfW87ck7oEALH23mjdFSov2bkcbXa7kF9hBWtxLHzcHCPoerfir8Qr1D7TTGl,0,0,Photos,,,,,Lifetime,43641.0,25544.0,731.0,331.0,354.0,46.0,3.0,930.0,766.0,162.0,2.0,0.37,,,,,,2025-10-26 21:30:00,2025-10
122163443504762707,61572881214141,Juan365,"JUAN365 CARES | KwentuJuan Tayo | TAHANAN Full Episode

Iba't ibang mga bahay ang makikita natin sa Pilipinas,  pero hindi lahat ng ito ay matatawag mong tahanan. Paano kung ang tahanan ng isang tao ay hindi isang lugar kundi, isang pakiramdam?

Kilalanin natin si Nanay Rosa, ang isa nating beneficiary ng Juan365 Cares na nakipag-KwentuJuan sa atin. 🙏

Tunghayan natin ang kwentong-laban niya at sama-sama nating subaybayan ang kanyang istorya. ❤️‍🩹

#Juan365 #AllInJuanSaSaya #JuanKada #NanayRosa",,0,10/26/2025 19:51,,https://www.facebook.com/Juan365officialpage/posts/pfbid02mfGNN5mbAEoQcNdRJoMPDjuV6Je34ApBkuKSakfvAvzroKMEdZTAHqDG9QJCY89ul,0,1,Videos,,,,,Lifetime,,4674.0,171.0,141.0,30.0,0.0,,31.0,31.0,,,0.0,,,,,,2025-10-26 19:51:00,2025-10
122163421022762707,61572881214141,Juan365,"Halloween’s coming closer! 👻
Pero tandaan, hindi dapat nakakatakot ang gaming mo—play safe, play smart, Juankada!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada","Halloween’s coming closer! 👻
Pero tandaan, hindi dapat nakakatakot ang gaming mo—play safe, play smart, Juankada!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",12,10/26/2025 17:00,,https://www.facebook.com/reel/1585332225970508/,1,0,Videos,,,,,Lifetime,35982.0,34618.0,542.0,380.0,111.0,51.0,,214.0,211.0,,3.0,0.01,75860.078,2.334,0.0,,,2025-10-26 17:00:00,2025-10
122163369872762707,61572881214141,Juan365,"Kung binabasa mo ‘to, ikaw ang next na magiging maswerte!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada","Kung binabasa mo ‘to, ikaw ang next na magiging maswerte!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",17,10/26/2025 07:01,,https://www.facebook.com/reel/1020847593501354/,1,0,Videos,,,,,Lifetime,31016.0,28477.0,648.0,423.0,157.0,68.0,,213.0,206.0,,7.0,0.01,66316.325,2.349,0.0,,,2025-10-26 07:01:00,2025-10
122163351608762707,61572881214141,Juan365,"Congratulations sa 10 lucky Juankada! Enjoy your 100 FREE Juan365 Credits!

Follow Juan365 para updated ka sa mga susunod na ganap!

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada","Congratulations sa 10 lucky Juankada! Enjoy your 100 FREE Juan365 Credits!

Follow Juan365 para updated ka sa mga susunod na ganap!

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",11,10/26/2025 04:01,,https://www.facebook.com/reel/1820100058605488/,1,0,Videos,,,,,Lifetime,33347.0,31930.0,877.0,566.0,211.0,100.0,,736.0,732.0,,4.0,0.02,90328.761,3.176,0.0,,,2025-10-26 04:01:00,2025-10
122163344822762707,61572881214141,Juan365,"2M FOLLOWERS, 2M THANK YOUS!
Mula umpisa hanggang ngayon, ramdam namin ang support n’yo, Juankada! Salamat sa walang sawang supporta — kayo ang tunay na bida sa #AllInJuanSaSaya! Let’s keep growing and keep the fun rolling!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

Click this link para sa pasasalamat at Surpresa ni Juan365:

https://www.facebook.com/share/r/1EsAbFrAsh/

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada","2M FOLLOWERS, 2M THANK YOUS!
Mula umpisa hanggang ngayon, ramdam namin ang support n’yo, Juankada! Salamat sa walang sawang supporta — kayo ang tunay na bida sa #AllInJuanSaSaya! Let’s keep growing and keep the fun rolling!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

Click this link para sa pasasalamat at Surpresa ni Juan365:

https://www.facebook.com/share/r/1EsAbFrAsh/

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",11,10/26/2025 02:49,,https://www.facebook.com/reel/800015246172926/,0,0,Videos,,,,,Lifetime,42819.0,37077.0,1316.0,813.0,355.0,148.0,,934.0,760.0,,174.0,0.02,109423.91,2.939,0.0,,,2025-10-26 02:49:00,2025-10
122163335786762707,61572881214141,Juan365,Juan365 updated his status.,,0,10/26/2025 00:51,,https://www.facebook.com/Juan365officialpage/posts/pfbid02ffRz8awQJZKQRScgD5HLpWwpyH15tKBp3s9u4Xu36dyd7yTaH2UgqTt9Udc2phRCl,0,0,Text,,,,,Lifetime,,9705.0,273.0,222.0,51.0,0.0,,788.0,788.0,,,0.0,,,,,,2025-10-26 00:51:00,2025-10
122163332354762707,61572881214141,Juan365,"Juankada! You can now deposit safely and instantly using GrabPay — para mas mabilis ang laro, mas smooth ang experience!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,10/26/2025 00:00,,https://www.facebook.com/Juan365officialpage/posts/pfbid02FwVaBB2smuz9CiiGs9wJACfnKAqfwrCFs9iKeYWq9w22nkcsQJzRoCBNnvXSgWNvl,0,0,Photos,,,,,Lifetime,20794.0,12236.0,279.0,174.0,60.0,45.0,4.0,230.0,173.0,57.0,,0.18,,,,1.0,,2025-10-26 00:00:00,2025-10
122163315356762707,61572881214141,Juan365,"JUANKADA, tuloy pa rin ang Supresa! 😍

Mas madali, mas exciting, at mas bongga ang papremyo!
📱⌚🎧💸 — baka isa d’yan mapunta sa’yo!

Sali na bago mahuli! 🎊

🔗 For full details and updates:
👉 Visit: Juan365 Official Facebook Page https://www.facebook.com/share/1Bch1PXSNP/?mibextid=wwXIfr
👉 Watch here: Juan365 Live Streaming Page
https://www.facebook.com/juan365livestream

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #SurpresaNiJuan","JUANKADA, tuloy pa rin ang Supresa! 😍

Mas madali, mas exciting, at mas bongga ang papremyo!
📱⌚🎧💸 — baka isa d’yan mapunta sa’yo!

Sali na bago mahuli! 🎊

🔗 For full details and updates:
👉 Visit: Juan365 Official Facebook Page https://www.facebook.com/share/1Bch1PXSNP/?mibextid=wwXIfr
👉 Watch here: Juan365 Live Streaming Page
https://www.facebook.com/juan365livestream

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #SurpresaNiJuan",26,10/25/2025 20:30,uploaded,https://www.facebook.com/reel/9568470113277558/,1,0,Videos,,,,,Lifetime,7012.0,6565.0,541.0,338.0,103.0,100.0,,147.0,146.0,,1.0,0.01,33262.961,5.54,0.0,,,2025-10-25 20:30:00,2025-10
122163295718762707,61572881214141,Juan365,"Slow down, Juankada. 🍵
Recharge and enjoy light, smart play before the new week begins.

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,10/25/2025 17:00,,https://www.facebook.com/Juan365officialpage/posts/pfbid02kX5rPGQAZyZqah5BemfeFrFxwmA57WWdGMts6AFpEPdfLMCKq9HB738XHr2b1Rbpl,0,0,Photos,,,,,Lifetime,27989.0,15822.0,483.0,249.0,177.0,57.0,5.0,522.0,422.0,100.0,,0.25,,,,3.0,,2025-10-25 17:00:00,2025-10
122163247280762707,61572881214141,Juan365,"Responsableng gamer? Ikaw ‘yan, Juankada!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,10/25/2025 07:00,,https://www.facebook.com/Juan365officialpage/posts/pfbid02Vxzvgr45CdHXUR7RJipZU1C7g6HNzLtiVVBydX7rgRMEJsYEEGbjjkjorQj2Zuxql,0,0,Photos,,,,,Lifetime,29212.0,17068.0,412.0,262.0,108.0,42.0,2.0,996.0,478.0,158.0,360.0,0.26,,,,3.0,,2025-10-25 07:00:00,2025-10
122163223724762707,61572881214141,Juan365,"Yung tipong automatic mong nasasabi pag biglang may malaking swerte!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,10/25/2025 03:00,,https://www.facebook.com/Juan365officialpage/posts/pfbid0g3btJx3pCLRADefa4Es1dDLLAYt9F9xydAAJ1RRpKjdegUEnimBpbS6v5hbom5Fil,0,0,Photos,,,,,Lifetime,38068.0,22849.0,694.0,350.0,293.0,51.0,4.0,963.0,792.0,132.0,39.0,0.36,,,,2.0,,2025-10-25 03:00:00,2025-10
122163212330762707,61572881214141,Juan365,"JUANKADA, andito pa rin ang chance mo! 💥

May pagkakataon ka pang manalo ng 📱 phone, ⌚ watch, 🎧 earphones, at 💸 credits!

’Wag nang hintayin bukas — baka ikaw na ang susunod na masurpresa ni Juan! 😉

🔗 For full details and updates:
👉 Visit: Juan365 Official Facebook Page https://www.facebook.com/share/1Bch1PXSNP/?mibextid=wwXIfr
👉 Watch here: Juan365 Live Streaming Page
https://www.facebook.com/juan365livestream

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #SurpresaNiJuan","JUANKADA, andito pa rin ang chance mo! 💥

May pagkakataon ka pang manalo ng 📱 phone, ⌚ watch, 🎧 earphones, at 💸 credits!

’Wag nang hintayin bukas — baka ikaw na ang susunod na masurpresa ni Juan! 😉

🔗 For full details and updates:
👉 Visit: Juan365 Official Facebook Page https://www.facebook.com/share/1Bch1PXSNP/?mibextid=wwXIfr
👉 Watch here: Juan365 Live Streaming Page
https://www.facebook.com/juan365livestream

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #SurpresaNiJuan",32,10/25/2025 01:03,,https://www.facebook.com/reel/807732575552587/,0,0,Videos,,,,,Lifetime,6523.0,5924.0,403.0,261.0,76.0,66.0,,73.0,73.0,,,0.01,26799.812,4.635,0.0,,,2025-10-25 01:03:00,2025-10
122163202154762707,61572881214141,Juan365,"Kadalasan sa ating mga Pilipino, nagpupunta lamang sa sementeryo tuwing Araw ng Undas o kapag may libingan. 

Pero paano kung ang lugar na ito ay nagsilbi ng espasyo na hindi maiwanan? Kilalanin natin nang kaunti ang isa nating beneficiary na may di-pangkaraniwang tahanan.

Abangan ang kaniyang buong kwento mamaya 🙏

#Juan365 #Juan365PH #AllInJuanSaSaya",,0,10/24/2025 23:01,,https://www.facebook.com/Juan365officialpage/posts/pfbid0e8KNffca2PuP9PJaymKpprYokYXdZtnxX7SsKnSEUWnZhG9zbQEV4z6cz84VXUxwl,0,1,Videos,,,,,Lifetime,,4684.0,185.0,142.0,43.0,0.0,,53.0,53.0,,,0.0,,,,,,2025-10-24 23:01:00,2025-10
122163193538762707,61572881214141,Juan365,"Comment mo nga ‘yung linyang palagi mong sinasabi tuwing game time!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,10/24/2025 21:30,,https://www.facebook.com/Juan365officialpage/posts/pfbid02KC6iHBTf55gHV6gFh9AKxYSAERSWs5NepktaqyQy3WNP8GA6gfBo939C4okw22XEl,0,0,Photos,,,,,Lifetime,24556.0,14162.0,585.0,264.0,279.0,42.0,1.0,577.0,483.0,94.0,,0.22,,,,2.0,,2025-10-24 21:30:00,2025-10
122163171566762707,61572881214141,Juan365,"Walang talo, may balik palagi sa Juan365!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada","Walang talo, may balik palagi sa Juan365!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",9,10/24/2025 17:00,mixed,https://www.facebook.com/reel/783465131356048/,1,0,Videos,,,,,Lifetime,6786.0,6303.0,394.0,242.0,101.0,51.0,,199.0,199.0,,,0.0,21112.014,3.878,0.0,,,2025-10-24 17:00:00,2025-10
122163106580762707,61572881214141,Juan365,"Type your answer below, Juankada! 👇 Tingnan natin kung sino talaga ang swerte!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,10/24/2025 07:00,,https://www.facebook.com/Juan365officialpage/posts/pfbid0DyG5EQUn8e3pcoapfLYN2KjQYESM3Xot8xHYYEMCA1CpGY2CusCAvmEHLH5zFb8Ll,0,0,Photos,,,,,Lifetime,26610.0,15142.0,705.0,336.0,300.0,69.0,,640.0,561.0,79.0,,0.24,,,,1.0,,2025-10-24 07:00:00,2025-10
122163074072762707,61572881214141,Juan365,"JUAN MILLION? Hindi na!
2 MILLION JUANKADA na tayo! 🎉
Kaya doble rin ang pa-surpresa, hindi lang iPhone 17, may DALAWANG iPhone 17 Pro pa na ipamimigay ni Juan!
Share mo na ‘to, Juankada — baka ikaw na ang susunod na masurpresa!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada","JUAN MILLION? Hindi na!
2 MILLION JUANKADA na tayo! 🎉
Kaya doble rin ang pa-surpresa, hindi lang iPhone 17, may DALAWANG iPhone 17 Pro pa na ipamimigay ni Juan!
Share mo na ‘to, Juankada — baka ikaw na ang susunod na masurpresa!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",43,10/24/2025 03:01,uploaded,https://www.facebook.com/reel/1480106316535292/,1,0,Videos,,,,,Lifetime,619877.0,324142.0,53679.0,36636.0,6765.0,10278.0,,810.0,809.0,,1.0,1.34,5255039.502,9.958,0.0,,,2025-10-24 03:01:00,2025-10
122163059600762707,61572881214141,Juan365,Juan365 updated his status.,,0,10/24/2025 01:25,,https://www.facebook.com/Juan365officialpage/posts/pfbid02DQ4SponEKNhLukVA88jAY7VL7fWYxX3SUbmuQbqMHtV9X8w6fwCHR8JYjv7PpA3Nl,0,0,Text,,,,,Lifetime,10.0,8224.0,325.0,209.0,73.0,43.0,3.0,787.0,787.0,,,0.0,,,,,,2025-10-24 01:25:00,2025-10
122163048896762707,61572881214141,Juan365,"Ang dami mong pwedeng i-claim! — lahat may bonus sa Juan365!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #GforEveryJuan","Ang dami mong pwedeng i-claim! — lahat may bonus sa Juan365!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #GforEveryJuan",10,10/24/2025 00:00,,https://www.facebook.com/reel/1987686608744925/,1,0,Videos,,,,,Lifetime,23326.0,20075.0,687.0,418.0,176.0,93.0,,498.0,415.0,,83.0,0.0,57192.921,2.856,0.0,,,2025-10-24 00:00:00,2025-10
122163032444762707,61572881214141,Juan365,"Kaya mo bang hulaan kung alin dito, Juankada?

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,10/23/2025 21:30,,https://www.facebook.com/Juan365officialpage/posts/pfbid0W8cPquNQKvo9zn9S7sK4fH3cDJjQY6G16oDpgxxPJ4zDd6WrtEKHCQk4VnLvnSXKl,0,0,Photos,,,,,Lifetime,44853.0,26323.0,821.0,400.0,347.0,74.0,5.0,1274.0,1048.0,193.0,33.0,0.45,,,,4.0,,2025-10-23 21:30:00,2025-10
122162997458762707,61572881214141,Juan365,"9 Fridays before Christmas — ang bilis! Tuloy-tuloy ang saya with Juan365!

How to Join:

1️⃣ Like and follow JuanBingo  ( https://www.facebook.com/Juan365Bingo )

2️⃣ Share this post, mention Juan365 in your caption, and use #Juan365 #AllInJuanSaya

3️⃣ Tag 3 friends, i-comment ang iyong User ID, at i-attach ang screenshot bilang patunay na nagawa mo na lahat ng mechanics

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,10/23/2025 17:00,,https://www.facebook.com/Juan365officialpage/posts/pfbid02KbMtpMDep49JziD4WtESqpTrL46zSC8K5ThMfxkpcsPyUsyxKmmh86iRf1a9wE3Wl,0,0,Photos,,,,,Lifetime,25063.0,13730.0,792.0,351.0,281.0,160.0,2.0,559.0,485.0,74.0,,0.22,,,,,,2025-10-23 17:00:00,2025-10
