Post ID,Page ID,Page name,Title,Description,Duration (sec),Publish time,Caption type,Permalink,Is crosspost,Is share,Post type,Languages,Custom labels,Funded content status,Data comment,Date,Views,Reach,"Reactions, Comments and Shares",Reactions,Comments,Shares,Total clicks,Matched Audience Targeting Consumption (Photo Click),Other Clicks,Link Clicks,Approximate content monetization earnings,Seconds viewed,Average Seconds viewed,Negative feedback from users: Hide all,Estimated earnings (USD),Negative feedback from users: Hide,Matched Audience Targeting Consumption (Video Click)
1.22151E+17,6.15729E+13,Juan365,"⚠️ System Maintenance Advisory ⚠️ 

Hello Juan365 Fam! 🚨

Heads up lang po — may ongoing system maintenance ang GCash at QRPH. Dahil dito, possible na magkaroon ng delays o errors sa deposit transactions. 

✅ No worries! Tuloy-tuloy pa rin ang laro — just use Bank Transfer para sa inyong transactions. 💳🏦

Salamat sa patience at understanding ninyo Juankada 🙏. I-a-update namin kayo agad once QRPH at GCash are back online!

#Juan365 #Juan365PH #JuanKada #TheResponsibleJuan",,0,8/23/2025 7:06,N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid025phzNEqoeK95vbz3tpw161LvX9592UmJc8KbSFaeDY99k9Zj9MnBcpbYA4LHsRJvl,0,0,Photos,,,,,Lifetime,161897,79920,1030,546,443,41,5209,445,4654,110,2.65,,,,,,
1.22151E+17,6.15729E+13,Juan365,"Kaya mo bang i-outsmart ang Joker? 🎭
Prove it! Play Joker Ace now at maranasan ang bagong level ng excitement! ⚡
Tara na sa Juan365!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #GforEveryJuan","Kaya mo bang i-outsmart ang Joker? 🎭
Prove it! Play Joker Ace now at maranasan ang bagong level ng excitement! ⚡
Tara na sa Juan365!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #GforEveryJuan",47,8/23/2025 5:01,N/A,https://www.facebook.com/Juan365officialpage/videos/771591295255942/,1,0,Videos,,,,,Lifetime,16716,15897,663,366,245,52,523,,519,4,0.06,69512.733,4.908,,0,,
1.22151E+17,6.15729E+13,Juan365,"Shoutout sa ating 10 lucky Juankada!  Enjoy your 300 FREE Juan365 Credits!
Follow Juan365 para hindi ka mahuli sa susunod na chance manalo!

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada",,0,8/23/2025 1:00,N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid06uisiQDvkB4MJ1iY6rjfGhrLK1tgWbw1dEg66hn69Z7KTXa4PfxWazQWw7W2vYE8l,0,0,Photos,,,,,Lifetime,120898,63699,1618,1097,438,83,3172,408,2758,6,1.72,,,,,,
1.22151E+17,6.15729E+13,Juan365,"📣Juankada Announcement 📣 

Nagkaroon ng system error noong Aug 21, 10:30 p.m. – Aug 22, 6:00 a.m. at may ilang players na nawalan ng gold coins. 
Bilang pasensya, Juan365 will refund double the lost amount! 
Contact customer service to claim. 🙌

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,8/23/2025 0:01,N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02JFbyhHVDenqmhZEA7AknqfHPrrA1agwRD29WWcCwpnBgboGKDCGrkFsvDdWUcH9Zl,0,0,Photos,,,,,Lifetime,434677,202002,2193,1059,1080,54,19215,1720,17118,377,6.47,,,1,,,
1.22151E+17,6.15729E+13,Juan365,"Petsa de Peligro, sana umabot pa to!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada",,0,8/22/2025 21:30,N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02WCygFZ28CBGUV7Fh2ukNwDa2yZcWaH3VGxHrET32BSur5TFqwiXEjtSjFVG6HLAAl,0,0,Photos,,,,,Lifetime,81266,43874,983,599,302,82,1640,181,1458,1,0.9,,,,,,
1.22151E+17,6.15729E+13,Juan365,"Huhuhu… TGIS na lang, Thank God It’s Saturday 😭

#Juan365 #Juan365PH #AllInJuanSaSaya #Juankada",,0,8/22/2025 18:04,N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid04e1r3z1j8ZQuiTi9fQa8itfVzCVhczCDksfYRH2rSKWnQbLSgwJx8R8yYNK7zs8ml,0,0,Photos,,,,,Lifetime,74256,42199,738,498,174,66,564,104,459,1,0.7,,,,,,
1.22151E+17,6.15729E+13,Juan365,"Congratulations to the FIRST 100 JuanM Pasasalamat winners of 500 FREE Juan365 Credits! 🎉

Follow Juan365 para updated ka sa next wave of winners!

#Juan365 #Juan365PH #AllInJuanSaSaya #Juankada #JuanMGiveaway",,0,8/22/2025 5:30,N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02z7agEXayQ5qgjtwvq7fEc1BwhKWz3L5ikUdRYfWKLWEd5VF5ejBgwnxsgSLKrU9Tl,0,0,Photos,,,,,Lifetime,471196,212881,4403,2915,1250,238,41080,22030,19041,9,3.82,,,6,,2,
1.22151E+17,6.15729E+13,Juan365,Your reel,,41,8/22/2025 4:01,uploaded,https://www.facebook.com/Juan365officialpage/videos/1799916517226766/,0,0,Videos,,,,,Lifetime,10534,26920,909,588,244,77,790,,784,6,0.01,99343.795,4.811,,,,
1.22151E+17,6.15729E+13,Juan365,Juan365 updated his cover photo.,,0,8/22/2025 2:45,N/A,https://www.facebook.com/photo.php?fbid=122151260870762707&set=a.122127416456762707&type=3,0,0,Photos,,,,,Lifetime,1372,791,1221,816,312,93,8,2,6,,0.07,,,,,,
1.22151E+17,6.15729E+13,Juan365,"Nasaan si Juan?
10 lucky Juankada ang may chance magkaroon ng total of 3,000 worth of free Juan365 credits! 🎉

Mechanics:
1️⃣ Follow Juan365 Official Page
2️⃣ Comment your answer kasama ang iyong User ID at screenshot na pinapakita na naka-follow ka sa Juan365 Official Page

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #GforEveryJuan","Nasaan si Juan?
10 lucky Juankada ang may chance magkaroon ng total of 3,000 worth of free Juan365 credits! 🎉

Mechanics:
1️⃣ Follow @[61572881214141:2048:Juan365] Official Page
2️⃣ Comment your answer kasama ang iyong User ID at screenshot na pinapakita na naka-follow ka sa Juan365 Official Page

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #GforEveryJuan",20,8/22/2025 1:10,N/A,https://www.facebook.com/Juan365officialpage/videos/966184195637211/,0,0,Videos,,,,,Lifetime,58292,40017,2706,1153,1161,392,1443,,1439,4,0.09,211453.014,4.363,,,,
1.22151E+17,6.15729E+13,Juan365,"Paalala sa lahat Juankada: Maging handa ngayong tag-ulan. Iwasan ang baha-prone areas at siguraduhin ang kaligtasan ng pamilya. Stay safe, stay dry! ☔

#Juan365 #Juan365PH #JuanKada #AllInJuanSaSaya #StaySafeStayDry","Paalala sa lahat Juankada: Maging handa ngayong tag-ulan. Iwasan ang baha-prone areas at siguraduhin ang kaligtasan ng pamilya. Stay safe, stay dry! ☔

#Juan365 #Juan365PH #JuanKada #AllInJuanSaSaya #StaySafeStayDry",14,8/21/2025 20:12,N/A,https://www.facebook.com/Juan365officialpage/videos/763737923024403/,0,0,Videos,,,,,Lifetime,36657,26367,989,629,273,87,422,,419,3,0,96257.252,3.086,,,,
1.22151E+17,6.15729E+13,Juan365,"Access Juan365 in just 1 tap, Juankada! 📲
I-add na sa Home Screen para laging ready ang saya!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #TheResponsibleJuan","Access Juan365 in just 1 tap, Juankada! 📲
I-add na sa Home Screen para laging ready ang saya!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #TheResponsibleJuan",37,8/21/2025 18:24,N/A,https://www.facebook.com/Juan365officialpage/videos/1648741875781593/,0,0,Videos,,,,,Lifetime,17858,17605,812,524,202,86,465,,465,,0.02,122169.811,8.118,,,,
1.22151E+17,6.15729E+13,Juan365,"🚧 System Maintenance Notice 🚧

Ang Juan365 ay kasalukuyang sumasailalim sa system maintenance upang mapabuti ang aming serbisyo.

Sa oras na ito, maaaring pansamantalang hindi ma-access ang ilang features ng aming platform.

Salamat po sa inyong pang-unawa at suporta. 🤝

Maari din po kayong mag-message sa live chat support para sa mga katanungan! 

#Juan365PH #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan",,0,8/21/2025 10:44,N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0dNxgFyLwd9L7ijxrsbjtmXRAXfN5CaAqPjxjzvEbnGjfNodDyjMnm55yHo3epzMfl,0,0,Photos,,,,,Lifetime,129626,67498,1064,478,544,42,3865,215,3466,184,0.3,,,,,,
1.22151E+17,6.15729E+13,Juan365,"🎮 Gaming is life, pero ‘wag kalimutang magpahinga.
Take a step back, breathe, and realign.
⏸️ JuanHit Pause. Self-care muna.

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #TheResponsibleJuan",,0,8/21/2025 8:00,N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0aPReyw54SgdfHG2EVHj9HZi6bgUP5xM2RgwfUamFFQv7XcV2eaJxZjSybgEEeAr7l,0,0,Photos,,,,,Lifetime,81314,45436,891,426,416,49,1748,244,1503,1,0.09,,,,,,
1.22151E+17,6.15729E+13,Juan365,"Juankada, get hyped! 🔥 Check out Joker Ace by 759 – ang pinakabagong game na siguradong magpapa-wow sa’yo! 😱✨

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada","Juankada, get hyped! 🔥 Check out Joker Ace by 759 – ang pinakabagong game na siguradong magpapa-wow sa’yo! 😱✨

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",44,8/21/2025 4:00,N/A,https://www.facebook.com/Juan365officialpage/videos/1834688237463670/,0,0,Videos,,,,,Lifetime,21684,22984,707,436,219,52,753,,751,2,0.01,88097.356,4.704,,,,
1.22151E+17,6.15729E+13,Juan365,"Hindi mo na kailangan ng ulan para mabasa ng swerte!
Join Money Rain — 6 sessions daily!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #GforEveryJuan","Hindi mo na kailangan ng ulan para mabasa ng swerte!
Join Money Rain — 6 sessions daily!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #GforEveryJuan",15,8/21/2025 1:01,N/A,https://www.facebook.com/Juan365officialpage/videos/25019672890966938/,1,0,Videos,,,,,Lifetime,29399,32325,919,569,277,73,687,,686,1,0,81930.647,3.26,,,,
1.22151E+17,6.15729E+13,Juan365,"Juan tanong, Juan sagot! 🎉 
Comment na! 10 lucky Juankada ang pipiliin, kaya tutok na mamayang 6PM sa Juan365 Live Stream , doon ia-announce ang lucky 10 Juankada!

Mechanics:
1️⃣ Like the Juan365 Livestream page
2️⃣ Comment your answer together with your User ID and a screenshot showing that you liked/followed our livestream page

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada",,0,8/20/2025 21:30,N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02dn7TwiT11Hadyt6AhCDPV3z1MJ6MdexTgkwLpFLwATBvCfXG8gRbZFLMrrjzxPbPl,0,0,Photos,,,,,Lifetime,91509,45322,2186,988,979,219,3300,254,3042,4,0.23,,,,,,
1.22151E+17,6.15729E+13,Juan365,"Laban para sa bayan, hindi nalilimutan. 🙌
Saludo kay Ninoy sa tapang at prinsipyo! 💛

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada",,0,8/20/2025 18:00,N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0Tbwajim5Xdwjhj8JuoCtK3uFcDBDXkdnPojWB7dsj9XjUcBcRtQtQ39sosQzkZ6cl,0,0,Photos,,,,,Lifetime,136825,70148,1608,1206,323,79,3039,403,2628,8,0.07,,,1,,,
1.22151E+17,6.15729E+13,Juan365,"Congrats, Dennis Trillo! Nominated as Best Drama Actor sa 37th Star Awards for Television para sa kanyang role sa Maria Clara at Ibarra! 🎭👏
Always all-in sa galing!

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #DennisTrillo",,0,8/20/2025 8:00,N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02RoyNqZMUHbu8ihRrtRYEbYvW1dLryCHVGW8zM4CKiULM6ciAkW2rL5sxrAYogNLEl,0,0,Photos,,,,,Lifetime,105368,55568,1251,761,417,73,1670,257,1411,2,0.38,,,1,,,
1.22151E+17,6.15729E+13,Juan365,"NEW GAME ALERT sa Juan365! 🚨
Juankada, get ready!  Introducing Joker Ace by 759, ang bagong laro na siguradong puno ng thrill at all-out excitement! 

Are you ready to take your game to the next level?

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada","NEW GAME ALERT sa Juan365! 🚨
Juankada, get ready!  Introducing Joker Ace by 759, ang bagong laro na siguradong puno ng thrill at all-out excitement! 

Are you ready to take your game to the next level?

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",10,8/20/2025 4:08,N/A,https://www.facebook.com/Juan365officialpage/videos/763864736000894/,0,0,Videos,,,,,Lifetime,57969,52866,1583,790,733,60,1151,,1147,4,0.01,170421.098,3.543,,,,
1.22151E+17,6.15729E+13,Juan365,"5 days of freedom? Yes namaaaan! 🥳🤩

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,8/20/2025 1:00,N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0wH17pL6mn1MrnFZxBThXUkKRw7uLMfpMAnehGsCM2hs2xQUMQWVcr2EeJnjYH4tKl,0,0,Photos,,,,,Lifetime,208384,103047,1460,782,532,146,4250,752,3487,11,0.81,,,1,,,
1.22151E+17,6.15729E+13,Juan365,"Pili na, JuanKada! 🎮
Anong slot game ang panalo sa puso mo? Comment mo rin kung bakit 'yan ang pick mo! 🎰

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #TheResponsibleJuan  #GforEveryJuan","Pili na, JuanKada! 🎮
Anong slot game ang panalo sa puso mo? Comment mo rin kung bakit 'yan ang pick mo! 🎰

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #TheResponsibleJuan  #GforEveryJuan",7,8/19/2025 21:30,N/A,https://www.facebook.com/Juan365officialpage/videos/733339556361081/,1,0,Videos,,,,,Lifetime,44561,41073,1123,719,349,55,622,,618,4,0,115442.865,3.289,,,,
1.22151E+17,6.15729E+13,Juan365,"Sarap ng spin, lasang swerte! 
Feel the fiesta heat with Sabor Mexicano—Game of the Day na may halong saya at spice!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #TheResponsibleJuan","Sarap ng spin, lasang swerte! 
Feel the fiesta heat with Sabor Mexicano—Game of the Day na may halong saya at spice!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #TheResponsibleJuan",10,8/19/2025 17:59,N/A,https://www.facebook.com/Juan365officialpage/videos/2059310387933104/,0,0,Videos,,,,,Lifetime,20237,23369,715,440,220,55,728,,726,2,0,65245.326,4.025,,,,
1.22151E+17,6.15729E+13,Juan365,Maki-itu itu na kay JuanKada Charm! 🧡 #Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan #ituitu,Maki-itu itu na kay JuanKada Charm! 🧡 #Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan #ituitu,16,8/19/2025 6:52,mixed,https://www.facebook.com/reel/1399247967837292/,0,0,Reels,,,,,Lifetime,100995,56084,1628,1282,272,74,1747,,1743,4,0.17,366957.006,4.378,,,,
1.22151E+17,6.15729E+13,Juan365,"One tap away sa saya! Add Juan365 diretso sa home screen mo! 

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #TheResponsibleJuan",,0,8/19/2025 1:03,N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02xpZ6FJ5ocEuDXbrwYwcMWXRMxRz8cz2w62vNjxywrYNSEb5ZRLoFbGfyXwpMC2QJl,0,0,Photos,,,,,Lifetime,119855,59010,942,557,334,51,2262,248,1725,289,0.03,,,,,,
1.22151E+17,6.15729E+13,Juan365,"Sa Juan365, laging may second chance – hanggang 25% weekly cashback!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #TheResponsibleJuan",,0,8/18/2025 22:32,N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid097VsbXGEwLVTRo3kNaRTWXhdULUfHY8xPfKZJzEmhfjSTKPa3iy4EYeJY1yrFTeBl,0,0,Photos,,,,,Lifetime,147976,78586,791,443,319,29,2650,302,2348,,0.02,,,,,,
1.2215E+17,6.15729E+13,Juan365,"Para sa Juankada, laging may balik-saya! Claim your Weekly Cashback in just 4 steps!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #TheResponsibleJuan","Para sa Juankada, laging may balik-saya! Claim your Weekly Cashback in just 4 steps!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #TheResponsibleJuan",42,8/18/2025 5:01,mixed,https://www.facebook.com/reel/685882464506205/,1,0,Reels,,,,,Lifetime,26761,41225,1219,820,331,68,460,,455,5,0.01,160217.078,7.031,,,,
1.2215E+17,6.15729E+13,Juan365,"📌 Important Update, Juankada! 
Dahil sa bagong guidelines ng Bangko Sentral ng Pilipinas, may ilang MOP na hindi na available simula August 16, 2025.

Pero good news! 
Marami pa ring bangko at e-wallets na puwede mong gamitin para smooth ang experience mo sa Juan365.

Kasama n’yo kami para sa responsible at masayang laro.

Follow Juan365 for more updates and surprises! 💙🧡

#Juan365 #Juan365PH #Juankada #AllInJuanSaSaya #TheResponsibleJuan",,0,8/18/2025 2:00,N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0RGjrppQ6CuoSWZzXm9sJzKH6BPCzD5KFFBmUB7W78413AZ9S79AM6JaiRYzoRh4Ml,0,0,Photos,,,,,Lifetime,221427,111599,1287,727,495,65,6735,524,6205,6,0.04,,,,,,
1.2215E+17,6.15729E+13,Juan365,"Sumbrero na lang ang kulang, kompleto na si Juan. Tara, tulungan natin siya Juankada!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada","Sumbrero na lang ang kulang, kompleto na si Juan. Tara, tulungan natin siya Juankada!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",8,8/17/2025 23:01,N/A,https://www.facebook.com/reel/732189059625804/,1,0,Reels,,,,,Lifetime,64842,47188,1254,831,351,72,952,,952,,0.03,159692.441,2.993,,,,
1.2215E+17,6.15729E+13,Juan365,,,0,8/17/2025 21:51,N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid06hP62GJJ14tkJCPnDijAshu3Gcf25DskESqPL2pBDDQtViMSSpEh2g5PzXF8icRGl,0,1,Photos,,,,,Lifetime,126188,58547,837,575,234,28,2396,290,2105,1,0,,,,,1,
1.2215E+17,6.15729E+13,Juan365,"REDEEM TIME NA! 💥 May cashback ka? Swipe, click, claim — easy yan!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #TheResponsibleJuan  #GforEveryJuan","REDEEM TIME NA! 💥 May cashback ka? Swipe, click, claim — easy yan!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #TheResponsibleJuan  #GforEveryJuan",15,8/17/2025 19:01,N/A,https://www.facebook.com/reel/766519309123009/,1,0,Reels,,,,,Lifetime,37320,38870,1227,711,451,65,894,,894,,0.03,119885.719,3.703,,,,
1.2215E+17,6.15729E+13,Juan365,"Hindi impulsive, hindi pabigla-bigla.
🎯 Si Juan, laging may limit sa laro.
‘Yan ang tunay na matalino.

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #TheResponsibleJuan",,0,8/17/2025 3:00,N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0g4UZNa61d3rHDXjzxgNQLbdgSNnVK97Qbk924VpBdnpesnAJmGJeyNShpS2QGmuhl,0,0,Photos,,,,,Lifetime,192554,96609,1463,798,579,86,4167,548,3611,8,0.09,,,,,,
1.2215E+17,6.15729E+13,Juan365,"Swift, sleek, at swerte? 🐇✨
Rabbit’s Grace is serving smooth spins and fast thrills.
Hop in and feel the lucky bounce! 🎰💨

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #TheResponsibleJuan  #GforEveryJuan","Swift, sleek, at swerte? 🐇✨
Rabbit’s Grace is serving smooth spins and fast thrills.
Hop in and feel the lucky bounce! 🎰💨

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #TheResponsibleJuan  #GforEveryJuan",8,8/16/2025 21:01,N/A,https://www.facebook.com/reel/1502882277811732/,1,0,Reels,,,,,Lifetime,29242,31229,1003,678,273,52,1036,,1035,1,0,97513.56,4.324,,,,
1.2215E+17,6.15729E+13,Juan365,"Congratulations, Dennis Trillo! Best Actor nominee at the 73rd FAMAS Awards for Green Bones. Your Juan365 family is proud of you! 🎉💙🧡

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,8/16/2025 18:21,N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid023pWR4bobrnh9J88UqdXf5kYvcabFmigWPTyZQKqGMY6iravqXgvAwJWfgvhW93cpl,0,0,Photos,,,,,Lifetime,128407,66590,1247,803,384,60,1705,298,1405,2,0.14,,,3,,,
1.2215E+17,6.15729E+13,Juan365,"Walang masama sa paglalaro—
pero ‘wag kalimutang magpahinga.
🎮 Play within your limits.
🧠 JuanMindful Play — laging may kontrol.

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #TheResponsibleJuan","Walang masama sa paglalaro—
pero ‘wag kalimutang magpahinga.
🎮 Play within your limits.
🧠 JuanMindful Play — laging may kontrol.

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #TheResponsibleJuan",7,8/16/2025 3:01,N/A,https://www.facebook.com/reel/2010309333072409/,1,0,Reels,,,,,Lifetime,118986,40363,1302,784,451,67,836,,834,2,0.01,324626.627,3.593,,,,
1.2215E+17,6.15729E+13,Juan365,"Juan Quote of The Day!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada","Juan Quote of The Day!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",7,8/15/2025 19:01,N/A,https://www.facebook.com/reel/706332665796642/,1,0,Reels,,,,,Lifetime,18412,19968,715,470,196,49,375,,375,,0,54830.015,3.716,,,,
1.2215E+17,6.15729E+13,Juan365,"Yun oh! Kaya check nyo na rin ang Juan365 Live Stream page natin Juankada! 

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,8/14/2025 21:34,N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0UnrTHbzsL1jhGwnCaqviVBBQ7Sk3mTSD8vRLohzTCsifdn14UmBqjvAw5SnBNDAul,0,1,Photos,,,,,Lifetime,181946,88072,1284,775,464,45,5444,520,4920,4,0,,,,,,
1.2215E+17,6.15729E+13,Juan365,"📢 Mas exciting ‘pag kasama ang buong JuanKada!
Join the Juan365 Telegram Club for all the latest chika, tips, at pa-promo.
One tap away sa fun! 🎉🤑

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada",,0,8/14/2025 19:01,N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0S5bFUzpWKMjUax8qnvc1xsS1gdkPpBZp7mLUomhnKFpy5sTUZRRipfPu7MwFH4WYl,0,0,Photos,,,,,Lifetime,119870,64557,1214,627,555,32,2414,361,2052,1,0.07,,,,,,
1.2215E+17,6.15729E+13,Juan365,"Gaming doesn't guarantee earnings or financial improvement. Stay within your limits, Enjoy and Play Responsibly JuanKada! 🤩

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan #juanforfunnotforfunds #laroresponsiblywithjuan365",,0,8/14/2025 18:49,N/A,https://www.facebook.com/photo.php?fbid=122149690256762707&set=a.122127416456762707&type=3,0,0,Photos,,,,,Lifetime,620,344,584,399,153,32,4,,4,,0.01,,,,,,
1.2215E+17,6.15729E+13,Juan365,"For Juan, gaming is chill, not pressure. 🎰💆
Alam niya kailan sapat na—kaya laging panatag.
Responsible gaming? G na G! 🔐🎮

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #TheResponsibleJuan",,0,8/14/2025 3:00,N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02WBEL8JwjLWon29mmf1A5kK8PcHsrccV9SHq8gS7pFgPjUNMiCZHcs2Q3yzVg1PUcl,0,0,Photos,,,,,Lifetime,69237,39642,781,466,264,51,975,163,812,,0,,,,,,
1.22149E+17,6.15729E+13,Juan365,"Sa Juan365, maraming options para sa bawat mood! 🎮
Ano ang top game mo sa Juan365? 🎰💬 Share mo na! 👇💥

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan #GforEveryJuan",,0,8/13/2025 19:00,N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02xLhu4rGNiPE6cvGLHgift3NyP3L1s3ibisrsX9qowgssW2RJgenP3b2hZVRXNGa6l,0,0,Photos,,,,,Lifetime,56341,32450,1005,463,474,68,938,100,826,12,0.01,,,,,,
