Publish time,Post type,Title,Reactions,Comments,Shares,Total Engagement,Reach,Permalink
5/28/2025 22:11,Photos,"Tulala now, happy tomorrow! Kaya mo yan isang tulog nalang! Payday hits different after surviving petsa de peligro diba? 🥴➡️🤑

ⓕ https://www.facebook.com/Juan365officialpage/
ⓕ https://www.facebook.com/groups/juan365officialgroup
ꚠ https://www.tiktok.com/@juan365_philippines
🅾 https://www.instagram.com/juan365official/
𝕏 https://x.com/Juan365official
▶️ https://www.youtube.com/@Juan365Philippines
➤ https://t.me/juan365official

#Juan365  #Juan365PH  #JuanCares #AllInJuan #GamingForEveryJuan #JuanderfulsaPanalo #JuanBigwin  #SulitKayJuan",400,154,146,700,5291,https://www.facebook.com/Juan365officialpage/posts/pfbid0oNksZwESLTFFiKTN1uXpWXdNYPqaK5W73xTVAoJDp48TdWmrQJ3kVcvqbZLppiCAl
6/1/2025 20:17,Photos,"New month, same goal: MANALO! Hello, June! Let’s make this month a lucky JUAN! 🍀 

ⓕ https://www.facebook.com/Juan365officialpage/
ⓕ https://www.facebook.com/groups/juan365officialgroup
ꚠ https://www.tiktok.com/@juan365_philippines
🅾 https://www.instagram.com/juan365official/
𝕏 https://x.com/Juan365official
▶️ https://www.youtube.com/@Juan365Philippines
➤ https://t.me/juan365official

#Juan365  #Juan365PH  #JuanCares #AllInJuan #SulitKayJuan",351,188,160,699,7925,https://www.facebook.com/Juan365officialpage/posts/pfbid0nNL5mWT1f9Bzki8RoNVPRCMTSUJx9pK6jx7zpVhNXCt9FjbHZ4uC686kbHYyYyhdl
5/24/2025 19:00,Photos,"Vibes check muna! Anong level ng energy mo today? ⚡

ⓕ https://www.facebook.com/Juan365officialpage/
ⓕ https://www.facebook.com/groups/juan365officialgroup
ꚠ https://www.tiktok.com/@juan365_philippines
🅾 https://www.instagram.com/juan365official/
𝕏 https://x.com/Juan365official
▶️ https://www.youtube.com/@Juan365Philippines
➤ https://t.me/juan365official

#Juan365 #Juan365PH #JuanCares #PinoyAngNoJuan #GamingForEveryJuan #JuanderfulsaPanalo #JuanBigwin #SulitKayJuan",434,127,136,697,4674,https://www.facebook.com/Juan365officialpage/posts/pfbid0mYpiFM93pTE9KWXJjxZVQWzP8UNqSrzJBuTRdg1tmQyCpadK7wXMhoAsDE6FjzKvl
8/7/2025 3:10,Reels,"💸 Deposit Made Easy!
Load up your Juan365 wallet in just a few clicks!

📌 For 21 years old and above only.
🎮 Gaming doesn't guarantee earnings or financial improvement. Stay within your limits. Enjoy and Play Responsibly.

Follow these simple steps:
✅ Click ""Deposit"" on the top of the Site
✅ Click ""Deposit""
✅ Choose QRPh or GCash
✅ Click any amount then submit to make deposit

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan",483,185,25,693,21976,https://www.facebook.com/reel/643680944880225/
7/3/2025 2:24,Reels,"JUAN365 taking over GA Tower 1, EDSA, Mandaluyong City like a boss 😎💥 Habang stuck ka sa traffic, may pa-bonus si Juan365! 🚦🔥

#Juan365 #Juan365PH #AllInJuanSaSaya #Juankada #DennisTrillo #JamesReid #DavidLicauco #LoisaAndalio 

Dennis Trillo James Reid David Licauco Loisa Andalio",527,87,78,692,18463,https://www.facebook.com/reel/1270172981776588/
8/8/2025 4:30,Photos,"JUANKADA, IT’S GAME TIME! 🏀🔥

Bukas na ang crucial match up na inaabangan ng lahat!

🇵🇭 GILAS PILIPINAS vs. 🇮🇶 IRAQ
🗓 August 9 | ⏰ 4:00 PM

Don’t miss this do-or-die clash — bawat tira, bawat segundo, mahalaga! ⏳🔥

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan #JuanSports",494,182,14,690,47065,https://www.facebook.com/Juan365officialpage/posts/pfbid02qWASfjBbxs3QVEa4x63JEkjHdPtGzf4hRNesN2QUm3FoSc2qmjmB8s7t8woRnKc7l
7/4/2025 19:00,Photos,"No plans? No problem!
Weekend warriors, ihanda ang snacks, i-charge ang good vibes — game time na sa Juan365! 🥳💰

I-Click ang Sign up button sa aming profile or Message us to guide you, Juankada 🧑‍🌾

#Juan365  #Juan365PH  #AllInJuanSaSaya",502,133,54,689,24327,https://www.facebook.com/Juan365officialpage/posts/pfbid036ucRPkfpxRUEDwTyZkWwiGVGNZfs8vEmCgJUFn3Hr5NDwnA8Hsga2BQs4gy53aQAl
5/29/2025 19:55,Photos,"Ito na kaya ang sign na hinihintay mo? Padating na ang swerte! Wag mo na palampasin! Unli-Claim mo na yan! 🙏🫶

ⓕ https://www.facebook.com/Juan365officialpage/
ⓕ https://www.facebook.com/groups/juan365officialgroup
ꚠ https://www.tiktok.com/@juan365_philippines
🅾 https://www.instagram.com/juan365official/
𝕏 https://x.com/Juan365official
▶️ https://www.youtube.com/@Juan365Philippines
➤ https://t.me/juan365official

#Juan365PH  #Juan365PH  #JuanCares #AllInJuan #GamingForEveryJuan #JuanderfulsaPanalo #JuanBigwin #SulitKayJuan",379,147,163,689,5993,https://www.facebook.com/Juan365officialpage/posts/pfbid0dbX5r3VvYg8coL1fcEfaTgHJKiPDha7gQwKTvbxcAxmrtdTD3hGFZGoUZD6XzZx8l
9/13/2025 7:00,Photos,"Puwede namang masaya at responsable.
Si Juan, hindi all-in sa laro—may control lagi.
🧠 Smart gaming is safe gaming.
Because safety is the real jackpot. EveryJUAN.

Download the Juan365 app & join the fun, Juankada! Message us to guide you! 🧡

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #TheResponsibleJuan",377,259,53,689,38197,https://www.facebook.com/Juan365officialpage/posts/pfbid0WUvZ3bkV1NZDm87akTQwhU2fiSxFX7zWLdgn8ur5wdJ6TCwB8MBxW24MuPuAaCkJl
9/6/2025 21:38,Photos,"JUANderful Victory! 🏆

Congratulations to our very own Alexandra Eala for bringing home the Guadalajara 125 Open Championship! 

You’ve shown the world that Filipinos are truly Number JUAN when it comes to passion, perseverance, and excellence. 
Mabuhay ka, Alex! The whole Juankada is proud of you! 
#Juan365 #Juan365PH #AllInJuanSaSaya #JuanSports #JuanKada",396,267,20,683,31459,https://www.facebook.com/Juan365officialpage/posts/pfbid0221tGLSmWUzCgzm4F5E7Gavz5NRkUiC3tydhQjhXkPq371mpcPjmo9Anb6yQqybiZl
7/24/2025 4:00,Photos,"🌧️🫡 Hindi hadlang ang ulan sa mga pusong handang tumulong.
Saludo kami sa bawat rescuer at volunteer na laging nandiyan—kahit delikado, kahit mahirap. 🙌
Ang inyong tapang at malasakit ang tunay na kabayanihan sa gitna ng sakuna.
Maraming salamat sa inyong walang sawang serbisyo para sa everyJuan. 💙🧡

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #TheResponsibleJuan",564,93,23,680,34617,https://www.facebook.com/Juan365officialpage/posts/pfbid02SFduoBiWTNgRdWkWFmWztEMStyeyaanZbr9M35b8LRkDvMeDfHbUYKLNPPtZNcfLl
8/12/2025 19:01,Photos,"Sungkit mode: ON! 🔥
Anong weapon of choice mo, JuanKada? J, U, A, or N?
I-comment na ang bet mo! 😎🙌

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan",345,282,53,680,27541,https://www.facebook.com/Juan365officialpage/posts/pfbid0PE2biX154uKYAiX2w2jE5q3b1wjHGeqvwCF26E2PRhzmuAGC7BFLLkFuPQ8TiyaAl
9/1/2025 0:06,Photos,"I-download na ang Juan365 App in just 4 simple steps!
Mas mabilis, mas madali, mas masaya!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",402,243,35,680,37436,https://www.facebook.com/Juan365officialpage/posts/pfbid0jATJEZtbaG2hi3anD7n3bdPWoKb1yMLgsFRYCXgzQs2pgMSiqKH8T24Ej9Fii4jQl
7/6/2025 19:00,Photos,"Walang kaba, walang duda—bawat click mo, secured! Sa Juan365, panatag ka 💯

I-Click ang Sign up button sa aming profile or Message us to guide you, Juankada 🧑‍🌾

#Juan365  #Juan365PH  #AllInJuanSaSaya",436,188,55,679,25905,https://www.facebook.com/Juan365officialpage/posts/pfbid02BL9V53Sb8DZ2qTXC86pAhSzAZeyqDZvK6evLVQNSFZVn6weYiCjNedjpCAuj1iJVl
7/8/2025 23:45,Photos,"✨ 1K and counting na ang ating Juan365 Official Agent Channel!
Isang libo na ang kasama sa saya! 🙌
Maraming salamat, Juankada — simula pa lang ‘to! 💥

Join na! 👉 https://t.me/juan365agentofficial

#Juan365 #Juan365PH #AllInJuanSaSaya",482,166,31,679,27779,https://www.facebook.com/Juan365officialpage/posts/pfbid02taWAngfZzP6vwi5fbaawyAG8oQnuP5YHxRCHi9TgSmA7y17mbmZeTBxF5HYFXqL1l
11/25/2025 16:00,Photos,"Safe, legit, at all-in fun! Yan ang Juan365 vibes mo, Juankada — game na game ka sa saya, worry-free pa!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",293,173,208,674,17002,https://www.facebook.com/Juan365officialpage/posts/pfbid034PAH3ya41Y5pk8RiXAhvtaGaB9nhRm8gehq7A3nFhQVfhMp9QfBpT7MSiFhR9yW5l
8/23/2025 5:01,Videos,"Kaya mo bang i-outsmart ang Joker? 🎭
Prove it! Play Joker Ace now at maranasan ang bagong level ng excitement! ⚡
Tara na sa Juan365!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #GforEveryJuan",366,245,52,663,15897,https://www.facebook.com/Juan365officialpage/videos/771591295255942/
9/2/2025 4:01,Photos,"Si Juan, hindi nagpapa-stress sa laro. 😌
May limit, may pahinga—kasi laro dapat, hindi laban sa buhay.
Play safe, play smart, everyJuan. 

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan",373,270,20,663,57548,https://www.facebook.com/Juan365officialpage/posts/pfbid02eL7P76ay26BGPKESAyDpGABXvZBgjKp2ePrLZVrWHcup8EfP55C86BotFdoNu3jWl
5/27/2025 0:04,Photos,"Juan tap away lang kami sa swerte! Malapit na malapit na, kaya chill ka muna! 🤗😉

ⓕ https://www.facebook.com/Juan365officialpage/
ꚠ https://www.tiktok.com/@juan365_philippines
🅾 https://www.instagram.com/juan365official/
𝕏 https://x.com/Juan365official
▶️ https://www.youtube.com/@Juan365Philippines
➤ @juan365official

#Juan365  #Juan365PH #JuanCares #AllInJuan #GamingForEveryJuan #JuanderfulsaPanalo #JuanBigwin #SulitKayJuan",359,135,169,663,4913,https://www.facebook.com/Juan365officialpage/posts/pfbid0cGJqdzYN2fM6gg7RoE5XaUbQhnkq4oundQTYHMJL7DoML9nN93HwVxsy6ik2GnEql
6/5/2025 19:54,Photos,"Pause muna tayo to reflect and be thankful for life’s simple blessings. Wishing you peace, love, and happiness this Eid. Eid Mubarak, from Juan365 family to EveryJuan!🌙🙏🎉

ⓕ https://www.facebook.com/Juan365officialpage/
ⓕ https://www.facebook.com/groups/juan365officialgroup
ꚠ https://www.tiktok.com/@juan365_philippines
🅾 https://www.instagram.com/juan365official/
𝕏 https://x.com/Juan365official
▶️ https://www.youtube.com/@Juan365Philippines
➤ https://t.me/juan365official

#Juan365  #Juan365PH  #JuanCares  #AllInJuan",342,185,136,663,7201,https://www.facebook.com/Juan365officialpage/posts/pfbid02UW2vsAsQvixCffmpZVfCose9tJP8zxNgLEX1C4ua6p6Zspv7FdxLCehsgViPzHTFl
8/1/2025 19:00,Photos,"✨ Maligayang Buwan ng Wika!
Ipagdiwang natin ang yaman ng wikang Filipino—simbolo ng ating pagkakakilanlan at pagkakaisa. 🇵🇭💬

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada",493,144,23,660,44957,https://www.facebook.com/Juan365officialpage/posts/pfbid07C6yhZo2AUE1zXVDs9AZs8huC6V15v7PjcMw3bpDD4ppFeaZjjahEUjesY5DoXapl
11/19/2025 19:14,Photos,Juan365 updated his cover photo.,434,145,81,660,826,https://www.facebook.com/photo.php?fbid=122167269674762707&set=a.122127416456762707&type=3
9/11/2025 3:01,Photos,"Lucky charm na, wallpaper pa!

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",391,223,45,659,31253,https://www.facebook.com/Juan365officialpage/posts/pfbid09HDcfZSBZe5XocwMD7o3JvWUHByFgbPN5kYJf1MhjeoYdK2Kr1UVFWT99Wyrmfxxl
8/24/2025 5:00,Photos,"Know your limits and stick to them.
Panalo ka kung kontrolado ka. 🎮💡

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan",349,273,37,659,50912,https://www.facebook.com/Juan365officialpage/posts/pfbid0fs1UBHqg9Hta5yuTU7t2vQEDwAom7dLVaaGKgipQagAsWtFvwpYPCWLTZD7Yy1rTl
11/20/2025 16:00,Photos,"Jogo do Bicho time — let the animals decide your luck today!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",315,282,62,659,19539,https://www.facebook.com/Juan365officialpage/posts/pfbid02KcLuGB1dAZa28iM7BHZ5PyN5zATT22zzhyT424LNDqXGYEpafJEPhnBM4dTSUo6fl
11/28/2025 20:01,Videos,"This week’s highlight! 😎
Criselda Alvarez joins the Juan365 family — stay tuned for fun and surprises!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada",462,105,90,657,28406,https://www.facebook.com/reel/1375974174082991/
9/4/2025 0:00,Photos,"MATCH ON HOLD 🌧️🎾

Pansamantalang naantala ang laban ni Alex Eala sa Guadalajara Open matapos siyang makalamang ng 3-2 sa huling set. Umaasang muling sisigla ang panahon para maipagpatuloy ang aksyon!

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #JuankSports",328,303,23,654,25455,https://www.facebook.com/Juan365officialpage/posts/pfbid08FUpGhbTkFyBFyhW5tZAPq6pYVsWDCNWq8JH12PzZUJEQzvSCZXTycsGkWAKsDCXl
7/14/2025 2:34,Photos,"Gaming doesn't guarantee earnings or financial improvement. Stay within your limits, Enjoy and Play Responsibly JuanKada! 🤩

#Juan365 #Juan365PH #AllInJuanSaSaya #Juankada #TheResponsibleJuan #JuanForFunNotForFunds #LaroResponsiblyWithJuan365",487,118,48,653,1048,https://www.facebook.com/photo.php?fbid=122143055936762707&set=a.122127416456762707&type=3
8/30/2025 18:00,Videos,"First time sa Juan365? May 36.5 bonus agad!

Just follow these steps:
✅ Bind your number
⬇️ Download the Juan365 app
👍 Like our FB page
🆔 Complete your KYC

Bonus na ‘yan, walang hassle!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",399,208,44,651,16331,https://www.facebook.com/Juan365officialpage/videos/2861485304049489/
8/7/2025 0:10,Photos,"Si Juan, hindi lang basta player—strategic siya. 🎯
Alam niya ‘pag okay pa, at ‘pag enough na.
Smart play is the real win. 🧠🎮

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #TheResponsibleJuan",365,259,27,651,38300,https://www.facebook.com/Juan365officialpage/posts/pfbid0zvS6vhGT6fNwnBfjfqVxUfjFpkykjDu4FARueRzhG2efBGqoK4JGK1pNoY19VXMVl
9/2/2025 20:30,Photos,"Astig ng Pinay! 🇵🇭 

Alex Eala tuloy ang panalo, abante sa Round of 16 ng Guadalajara 125 Open! 🙌🎾

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #JuanSports",400,219,30,649,43117,https://www.facebook.com/Juan365officialpage/posts/pfbid02BUZDYeZEcUrYF6r4TeJCG9b949U6c6WLTT6ckNV6PAxxAAKS9DSvwiGUvGwtMjkol
9/15/2025 3:00,Photos,"Pag legit at solid, hindi matutumbasan! 💙

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",362,236,51,649,31357,https://www.facebook.com/Juan365officialpage/posts/pfbid02zxWPjKi1JfaWeJh8ekw4hB1Ghs5PGifKN3NJsCcqFNHUh5cW8WvCUDMUDdjWTn6pl
11/30/2025 16:00,Photos,"Buti naman 14 days nalang! 😌

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",389,169,89,647,19624,https://www.facebook.com/Juan365officialpage/posts/pfbid0QCP3F6Sn7HkcfM7pSrVJamf9HooTkuErbyCFXHqK51JxFSi2YATLcFKZjggE3AoPl
11/20/2025 3:34,Photos,"Bagong Juankada alert! Sino kaya ang bagong paparating para magpasaya? Comment your hula!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",364,206,74,644,20964,https://www.facebook.com/Juan365officialpage/posts/pfbid02DML4pWGmGRUncbBZhgsomWmdG7Vs5yS3YXJvDQbWSqr5Rnsx1BK3bTHXem3aYjQWl
9/4/2025 20:30,Videos,"Huh excuse me friend???

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",408,182,54,644,24929,https://www.facebook.com/Juan365officialpage/videos/3799772336834210/
7/27/2025 0:00,Photos,"Alagaan ang inyong tahanan 🏡
Gamitin agad ang naipong tubig-ulan—isang simpleng paraan para makaiwas sa dengue at mapanatiling ligtas ang buong pamilya 💙

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #TheResponsibleJuan",514,91,38,643,30957,https://www.facebook.com/Juan365officialpage/posts/pfbid026FwBo4Bk6k93MV11T6g2YMELZhnqbjKC4z3SUCZHEsUJhfPcrXSTGdnxoLb9eqY8l
5/31/2025 19:00,Photos,"Opisyal na ngang nagsimula ang Habagat Season ayon sa PAGASA.  Kaya stay dry, stay safe, and stay updated ngayong habagat season 😌☔

ⓕ https://www.facebook.com/Juan365officialpage/
ⓕ https://www.facebook.com/groups/juan365officialgroup
ꚠ https://www.tiktok.com/@juan365_philippines
🅾 https://www.instagram.com/juan365official/
𝕏 https://x.com/Juan365official
▶️ https://www.youtube.com/@Juan365Philippines
➤ https://t.me/juan365official

#Juan365 #Juan365PH #JuanCares #AllInJuan #GamingForEveryJuan #JuanderfulsaPanalo #JuanBigwin #SulitKayJuan",383,133,122,638,6487,https://www.facebook.com/Juan365officialpage/posts/pfbid02dwHY6jr4zEhAou7bkAHQg8Aqj9cXj3RoQECc4hY3PK54YL6XXeVofusxhRMH11EXl
7/3/2025 19:00,Photos,"🔥 Spin the reels, feel the dragon’s grace!

May paapoy si dragon sa bawat ikot — legit ang thrill, solid ang big win potential!

Anong game kaya ‘to?! 🐉💥🎰

I-Click ang Sign up button sa aming profile or Message us to guide you, Juankada 🧑‍🌾

#Juan365  #Juan365PH  #AllInJuanSaSaya",409,195,32,636,28844,https://www.facebook.com/Juan365officialpage/posts/pfbid02CP5xg8aqA36fWbetkbNum4ATByLtYkZttg586drjcEqFhmYhiRP9qh78EU6Lq7Pyl
7/11/2025 21:03,Photos,"Sa Juan365, priority ang disiplina at saya. 🎯
Play smart, play safe—everyJUAN, all the time. 🎮✅

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",362,222,50,634,31679,https://www.facebook.com/Juan365officialpage/posts/pfbid02sbpj7VxYAe233PnvpE8zJXHgugxjWyYR88sNZyEu3a5ZgKY1pVJTR5eNzKWjReiGl
7/10/2025 19:00,Photos,"Dragon’s Grace: the reels are hot and the luck is wilder. 🐉💥
Ready ka na ba sa tambalang swerte at saya?
Game of the Day na ‘to! 

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",427,171,33,631,21474,https://www.facebook.com/Juan365officialpage/posts/pfbid02qZfAMSyVWaqCNwGLDo63BJYfDaaUYVtCrQ8iaQbio4ZUwLXKMPCrJdy8Fa5Q3fGsl
5/23/2025 19:44,Photos,"Weekend na! May naisip kana bang gawin ka-Juan? Chill and Win na dito kay Juan365! 🤩

ⓕ https://www.facebook.com/Juan365officialpage/
ⓕ https://www.facebook.com/groups/juan365officialgroup
ꚠ https://www.tiktok.com/@juan365_philippines
🅾 https://www.instagram.com/juan365official/
𝕏 https://x.com/Juan365official
▶️ https://www.youtube.com/@Juan365Philippines
➤ https://t.me/juan365official

#Juan365 #Juan365PH #JuanCares #PinoyAngNoJuan #GamingForEveryJuan #JuanderfulsaPanalo #JuanBigwin #SulitKayJuan",370,113,147,630,4315,https://www.facebook.com/Juan365officialpage/posts/pfbid02gLJxQjdAobuNR1EgLpC4sdsDDJFKbEHyNJKSHi6KZPosAcvr7DMZt9bkvt9jXKpol
9/14/2025 19:21,Photos,"REST IN POWER, “THE HITMAN” 🕊️

Boxing legend Ricky Hatton has passed away at 46. A true warrior remembered forever.

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #RickyHatton",511,69,47,627,75347,https://www.facebook.com/Juan365officialpage/posts/pfbid031xAqrLD1V7hYWW2zunopJjzA8rWxtGiBoauQKfTmhVVCRVgYQHypVJWtKvQhYSV3l
6/30/2025 19:00,Photos,"Hello, July! 🥳 Be kind, be lucky, be Juan-derful. 💫

I-Click ang Sign up button sa aming profile or Message us to guide you, Juankada 🧑‍🌾

#Juan365  #Juan365PH  #AllInJuanSaSaya",404,153,69,626,24529,https://www.facebook.com/Juan365officialpage/posts/pfbid02AuMbjoUeYnTntSBYJedHq5JHfxanjQxJLin1ebVnH7gAhfThaJLCc5wD7Rf8UcKnl
6/10/2025 1:30,Reels,"🔥 Sa Juan365, showbiz-level ang thrill! 🔥

Kilalanin ang mga gustong maki-ALL IN JUAN sa saya! 😎💸

🎥 Panoorin ang teaser now! Excited na ba kayo, JUANkada? 🥰 Spill your guesses below! ⬇️

Register and play here: https://juan365.ph/

#Juan365 #Juan365PH #AllInJuanSaSaya",380,106,140,626,4523,https://www.facebook.com/reel/1024472849867564/
8/10/2025 22:54,Reels,"pov: nahanap mo na ang juan365 bestie mo 🥳

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #TheResponsibleJuan  #GforEveryJuan",436,170,17,623,23506,https://www.facebook.com/reel/741184608771227/
9/14/2025 16:30,Videos,"Payday vibes? Perfect time para i-treat ang sarili! 💸
Play smart and play safe, Juankada!

Download the Juan365 app & join the fun, Juankada! Message us to guide you! 🧡

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada",376,214,32,622,17425,https://www.facebook.com/Juan365officialpage/videos/570109386124064/
9/5/2025 0:01,Photos,"She’s unstoppable! 🚀

Umarangkada si Alex Eala papunta sa Semifinals ng Guadalajara Open! 🙌🎾

Let’s cheer her on, Juankada! 🇵🇭❤️

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #JuanSports",359,232,28,619,31620,https://www.facebook.com/Juan365officialpage/posts/pfbid028MNoURT8SsQpVmJFnx6L4sDyBEYv6dnTbdnFWHnDqgKDhtXB6WWD1GbLy4sinvkZl
11/17/2025 16:00,Photos,"Quick survey, Juankada! Ano ang hindi mo talaga bet kapag naglalaro?

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",262,294,61,617,11744,https://www.facebook.com/Juan365officialpage/posts/pfbid02eG51wbfJfeSfkdbDW1HUnyBt6FXjSnT8wn1RZVAR6exjVcdP9cjrJneH7rxafewel
7/1/2025 19:00,Photos,"Juankada, nasa Telegram na ang totoong saya! 😱
Andito ang tambayan ng mga tunay na solid—walang iwanan, all-in sa good vibes!
Don’t miss out — sama ka na sa tropa! 💬🔥

Join na! 👉 https://t.me/juan365agentofficial

#Juan365 #Juan365PH #AllInJuanSaSaya",429,128,58,615,21266,https://www.facebook.com/Juan365officialpage/posts/pfbid05chHjAikxYcTPCUSPJmE44Q1vYDnfdLhkY7uA1EkGjqZbqFzhdBuAfMfEq5oJLydl
11/16/2025 0:00,Videos,"Congratulations sa 10 lucky Juankada! Enjoy your 100 FREE Juan365 Credits!

Follow Juan365 para updated ka sa mga susunod na ganap!

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",402,169,42,613,21512,https://www.facebook.com/reel/1409731001156430/
9/10/2025 0:01,Photos,"Round of 16, HERE WE GO! 🏆💪 

Isang laban para sa bayan, isang Pinay laban sa mundo—support all the way! 🇵🇭🙌

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #JuanSports",375,202,32,609,27757,https://www.facebook.com/Juan365officialpage/posts/pfbid0FEkyroR6veRLk77FxifCy7nbdEVKhQWkKgp36zVtDgEJnsjSqtkqsEEy8omMgLGJl
8/29/2025 1:01,Photos,"✅ KYC mo na 'yan!
Para smooth ang laro at cashout—iwas abala, iwas delay! 💸

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",386,177,42,605,41208,https://www.facebook.com/Juan365officialpage/posts/pfbid0VV3SABjvyGDVJLzskAA6x6KYZZuGzJTUuNGYC7FpGmYWZj6xP7W4TJm8uLeCohkhl
7/26/2025 4:01,Photos,"Narito ang simpleng tips sa paglilinis pagkatapos ng baha para mapanatiling ligtas at malinis ang ating tahanan.
Tandaan: Kalinisan ay unang hakbang sa kaligtasan! 💙
Iwas sakit, iwas dengue

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan",453,129,23,605,39977,https://www.facebook.com/Juan365officialpage/posts/pfbid02iKrXRA8j21DXu3Wrdt4a4tstsHZ69w53YzHiqPu1SBGpek7BYt8Zay9kCozietV7l
8/4/2025 4:03,Photos,"📢 GCash Deposits & Withdrawals are Back! 💸

GCash services are now fully restored after our quick system maintenance. You can now deposit and withdraw without any issues — smooth, fast, and hassle-free! ✅

Thank you for your patience and support while we made improvements to serve you better. 💙

For concerns, feel free to reach out to our Customer Support team.

#Juan365 #AllInJuanSaSaya #Juan365PH #TheResponsibleJuan",352,237,13,602,52166,https://www.facebook.com/Juan365officialpage/posts/pfbid07CDK5mYo6B17krp1wmm6BkweKrKms6M5RbdyHaWbZkkodBVnRT12VUZxmQrHGJ3Dl
9/4/2025 7:01,Videos,"Subukan ang Fa Cai Shen—dala ang swerte, saya, at kasaganahan sa bawat spin!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #GforEveryJuan",379,170,47,596,13369,https://www.facebook.com/Juan365officialpage/videos/3311863135629175/
11/16/2025 16:00,Photos,"Fresh week, fresh chances!  Play smart, play safe, claim your cashback!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",294,176,126,596,17705,https://www.facebook.com/Juan365officialpage/posts/pfbid02qtzHg5vVzbHLNiNuXCJSRoZV76tGHivN2JFUHoivxYkrJPGmXUKVZAcAjuV9co1al
